,Close,upordown
20,73.42951202392578,0.0
21,73.07569122314453,0.0
22,73.75030517578125,1.0
23,73.74559020996094,0.0
24,72.7265853881836,0.0
25,74.33528900146484,1.0
26,75.13256072998047,1.0
27,75.44392395019531,1.0
28,76.05721282958984,1.0
29,77.09037017822266,1.0
30,78.79814147949219,1.0
31,79.10950469970703,1.0
32,80.92578125,1.0
33,82.00139617919922,1.0
34,83.26099395751953,1.0
35,84.77534484863281,1.0
36,85.18577575683594,1.0
37,85.0348129272461,0.0
38,86.03966522216797,1.0
39,86.13873291015625,1.0
40,86.70484924316406,1.0
41,84.12903594970703,0.0
42,83.96863555908203,0.0
43,86.30384826660156,1.0
44,87.62950134277344,1.0
45,88.39375305175781,1.0
46,88.78059387207031,1.0
47,88.52112579345703,0.0
48,89.19573974609375,1.0
49,90.43647003173828,1.0
50,89.34198760986328,0.0
51,87.31341552734375,0.0
52,86.49727630615234,0.0
53,85.24239349365234,0.0
54,88.4928207397461,1.0
55,87.11528015136719,0.0
56,85.9075698852539,0.0
57,87.19548034667969,1.0
58,86.07268524169922,0.0
59,83.89787292480469,0.0
60,81.93534851074219,0.0
61,83.65727233886719,1.0
62,81.54850769042969,0.0
63,83.49687957763672,1.0
64,83.4780044555664,0.0
65,78.40186309814453,0.0
66,76.47236633300781,0.0
67,79.17082977294922,1.0
68,78.32166290283203,0.0
69,78.32166290283203,0.0
70,78.77455139160156,1.0
71,78.60472106933594,0.0
72,79.89734649658203,1.0
73,80.15209197998047,1.0
74,82.17594909667969,1.0
75,83.2326889038086,1.0
76,84.55361938476562,1.0
77,86.03966522216797,1.0
78,85.87926483154297,0.0
79,84.22810363769531,0.0
80,82.57222747802734,0.0
81,84.62438201904297,1.0
82,85.03953552246094,1.0
83,85.59149169921875,1.0
84,88.08710479736328,1.0
85,86.43122863769531,0.0
86,84.60079956054688,0.0
87,86.17647552490234,1.0
88,85.89813995361328,0.0
89,84.20923614501953,0.0
90,83.02983093261719,0.0
91,83.64311981201172,1.0
92,83.65727233886719,1.0
93,84.7706298828125,1.0
94,85.79906463623047,1.0
95,87.41720581054688,1.0
96,87.71913146972656,1.0
97,84.68099212646484,0.0
98,87.01148986816406,1.0
99,88.91740417480469,1.0
100,87.95500946044922,0.0
101,85.64810180664062,0.0
102,85.97833251953125,1.0
103,84.23282623291016,0.0
104,81.97309112548828,0.0
105,84.06770324707031,1.0
106,84.73760223388672,1.0
107,84.17149353027344,0.0
108,85.68584442138672,1.0
109,85.37920379638672,0.0
110,86.05381774902344,1.0
111,86.60578155517578,1.0
